name,engine,sampling_rate,duration,duration_stdev,duration_median,duration_min,duration_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max,num_original_acquires,num_original_acquires_stdev,num_original_acquires_median,num_original_acquires_min,num_original_acquires_max,num_uclock_acquires,num_uclock_acquires_stdev,num_uclock_acquires_median,num_uclock_acquires_min,num_uclock_acquires_max,uclock_acquires_rate,uclock_acquires_rate_stdev,uclock_acquires_rate_median,uclock_acquires_rate_min,uclock_acquires_rate_max,num_original_releases,num_original_releases_stdev,num_original_releases_median,num_original_releases_min,num_original_releases_max,num_uclock_releases,num_uclock_releases_stdev,num_uclock_releases_median,num_uclock_releases_min,num_uclock_releases_max,uclock_releases_rate,uclock_releases_rate_stdev,uclock_releases_rate_median,uclock_releases_rate_min,uclock_releases_rate_max,num_original_joins,num_original_joins_stdev,num_original_joins_median,num_original_joins_min,num_original_joins_max,num_uclock_joins,num_uclock_joins_stdev,num_uclock_joins_median,num_uclock_joins_min,num_uclock_joins_max,uclock_joins_rate,uclock_joins_rate_stdev,uclock_joins_rate_median,uclock_joins_rate_min,uclock_joins_rate_max
/home/users/nus/dws.lim/scratch/traces/STD-Format/critical.std,HBEpoch,0.1,0.82,1.063110568865089,1.0,0,6,0.12,0.32826072265931594,0.0,0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/account.std,UClockEpoch,0.1,1.06,1.1141025490482994,1.0,0,6,0.1,0.3642156795423418,0.0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0.0,1.0,1,1,1,0.0,1.0,1,1,1.0,0.0,1.0,1.0,1.0
/home/users/nus/dws.lim/scratch/traces/STD-Format/boundedbuffer.std,UClockEpoch,0.1,0.5,0.6468132241526726,0.0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/airlinetickets.std,HBEpoch,0.1,1.8,2.657296462534039,1.0,0,16,0.3,0.5802884574739972,0.0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/mergesort.std,UClockEpoch,0.1,2.92,1.7004201161561725,2.0,1,8,0,0.0,0.0,0,0,49,0.0,49.0,49,49,2,0.0,2.0,2,2,0.04081632653061224,0.0,0.04081632653061224,0.04081632653061224,0.04081632653061224,49,0.0,49.0,49,49,8.06,1.8003401039236777,8.0,4,12,0.16448979591836735,0.036741634773952606,0.16326530612244897,0.08163265306122448,0.24489795918367346,3,0.0,3.0,3,3,2.06,0.23989793748209523,2.0,2,3,0.6866666666666666,0.07996597916069842,0.6666666666666666,0.6666666666666666,1.0
/home/users/nus/dws.lim/scratch/traces/STD-Format/clean.std,HBEpoch,0.1,9.12,4.714891735939719,7.5,4,26,0.74,1.0263865683820603,0.0,0,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/critical.std,UClockEpoch,0.1,0.7,1.0546302185881,0.0,0,5,0.02,0.1414213562373095,0.0,0,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,0.0,2.0,2,2,2,0.0,2.0,2,2,1.0,0.0,1.0,1.0,1.0
/home/users/nus/dws.lim/scratch/traces/STD-Format/airlinetickets.std,UClockEpoch,0.1,1.74,1.9775268000454405,1.0,0,12,0.12,0.4351870346207948,0.0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/array.std,HBEpoch,0.1,0.5,0.6776309271789385,0.0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/ftpserver.std,UClockEpoch,0.1,50.74,19.933368598244236,48.0,17,118,1.72,1.340727795045722,2.0,0,6,4259,0.0,4259.0,4259,4259,490.2,12.823766201543007,489.0,465,520,0.11509744071378258,0.0030109805591789158,0.11481568443296548,0.10918055881662363,0.12209438835407373,4259,0.0,4259.0,4259,4259,2081.96,30.324745738120093,2080.5,2029,2149,0.4888377553416295,0.0071201563132472665,0.4884949518666354,0.47640291148156844,0.5045785395632778,4,0.0,4.0,4,4,3.24,0.4314191105869,3.0,3,4,0.81,0.107854777646725,0.75,0.75,1.0
