name,engine,sampling_rate,duration,duration_stdev,duration_median,duration_min,duration_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max
/home/users/nus/dws.lim/scratch/traces/STD-Format/boundedbuffer.std,UClockEpoch,1.0,1.5,0.7071067811865476,1.0,1,3,3,0.0,3.0,3,3
/home/users/nus/dws.lim/scratch/traces/STD-Format/critical.std,HBEpoch,1.0,1.7,0.9486832980505138,1.5,1,4,2,0.0,2.0,2,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/account.std,UClockEpoch,1.0,3.5,5.681353516353104,1.5,0,19,6,0.0,6.0,6,6
/home/users/nus/dws.lim/scratch/traces/STD-Format/airlinetickets.std,HBEpoch,1.0,2,0.816496580927726,2.0,1,4,5,0.0,5.0,5,5
/home/users/nus/dws.lim/scratch/traces/STD-Format/mergesort.std,UClockEpoch,1.0,3.8,0.7888106377466155,4.0,3,5,4,0.0,4.0,4,4
/home/users/nus/dws.lim/scratch/traces/STD-Format/clean.std,HBEpoch,1.0,13.4,7.058485830702094,10.5,7,28,32,0.0,32.0,32,32
/home/users/nus/dws.lim/scratch/traces/STD-Format/critical.std,UClockEpoch,1.0,2.2,3.4576806613039843,1.0,1,12,2,0.0,2.0,2,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/array.std,HBEpoch,1.0,1.5,0.5270462766947299,1.5,1,2,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/airlinetickets.std,UClockEpoch,1.0,3.9,4.433458644845529,2.0,1,15,4,0.0,4.0,4,4
/home/users/nus/dws.lim/scratch/traces/STD-Format/clean.std,UClockEpoch,1.0,14.6,4.060651288757616,13.0,11,24,30,0.0,30.0,30,30
/home/users/nus/dws.lim/scratch/traces/STD-Format/ftpserver.std,UClockEpoch,1.0,73.3,21.04518947408172,66.5,42,110,116,0.0,116.0,116,116
/home/users/nus/dws.lim/scratch/traces/STD-Format/moldyn.std,UClockEpoch,1.0,40.3,23.074998495244923,34.0,14,79,20516,0.0,20516.0,20516,20516
/home/users/nus/dws.lim/scratch/traces/STD-Format/sunflow.std,HBEpoch,1.0,48.1,19.779057386819805,48.0,20,89,116,0.0,116.0,116,116
/home/users/nus/dws.lim/scratch/traces/STD-Format/array.std,UClockEpoch,1.0,1.8,0.9189365834726815,2.0,1,4,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/jigsaw.std,HBEpoch,1.0,30.6,15.33478254021085,27.0,12,57,5,0.0,5.0,5,5
/home/users/nus/dws.lim/scratch/traces/STD-Format/bubblesort.std,HBEpoch,1.0,24,9.66091783079296,19.0,15,42,404,0.0,404.0,404,404
/home/users/nus/dws.lim/scratch/traces/STD-Format/twostage.std,HBEpoch,1.0,2.8,1.1352924243950933,2.0,2,5,4,0.0,4.0,4,4
/home/users/nus/dws.lim/scratch/traces/STD-Format/wronglock.std,HBEpoch,1.0,8,5.557777333511022,6.0,2,21,7,0.0,7.0,7,7
/home/users/nus/dws.lim/scratch/traces/STD-Format/raytracer.std,HBEpoch,1.0,11,7.788880963698615,8.5,4,25,116,0.0,116.0,116,116
/home/users/nus/dws.lim/scratch/traces/STD-Format/derby.std,HBEpoch,1.0,117.4,25.725905663789995,119.0,79,167,50,0.0,50.0,50,50
/home/users/nus/dws.lim/scratch/traces/STD-Format/sunflow.std,UClockEpoch,1.0,22.4,6.4670103001481465,23.0,13,32,27,0.0,27.0,27,27
/home/users/nus/dws.lim/scratch/traces/STD-Format/twostage.std,UClockEpoch,1.0,3.1,1.449137674618944,3.0,1,6,4,0.0,4.0,4,4
/home/users/nus/dws.lim/scratch/traces/STD-Format/bubblesort.std,UClockEpoch,1.0,19.2,8.482662055955993,20.0,8,37,402,0.0,402.0,402,402
/home/users/nus/dws.lim/scratch/traces/STD-Format/wronglock.std,UClockEpoch,1.0,3.7,1.0593499054713802,4.0,1,5,7,0.0,7.0,7,7
/home/users/nus/dws.lim/scratch/traces/STD-Format/jigsaw.std,UClockEpoch,1.0,33.9,14.239616099694073,30.5,22,71,4,0.0,4.0,4,4
/home/users/nus/dws.lim/scratch/traces/STD-Format/raytracer.std,UClockEpoch,1.0,7.8,3.5213633723318014,7.5,3,16,116,0.0,116.0,116,116
