name,engine,sampling_rate,duration,duration_stdev,duration_median,duration_min,duration_max,num_warnings,num_warnings_stdev,num_warnings_median,num_warnings_min,num_warnings_max
/home/users/nus/dws.lim/scratch/traces/STD-Format/critical.std,HBEpoch,0.1,0.94,0.9775020225460572,1.0,0,4,0.04,0.1979486637221574,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/STD-Format/airlinetickets.std,HBEpoch,0.1,1.34,1.5985963230539575,1.0,0,8,0.22,0.5066899385990914,0.0,0,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/account.std,UClockEpoch,0.1,1.32,1.9737046901909192,1.0,0,10,0.16,0.42185208743524,0.0,0,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/boundedbuffer.std,UClockEpoch,0.1,0.6,0.6388765649999399,1.0,0,2,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/mergesort.std,UClockEpoch,0.1,2.96,2.0599187620201067,3.0,0,12,0.24,1.2545427657200086,0.0,0,8
/home/users/nus/dws.lim/scratch/traces/STD-Format/clean.std,HBEpoch,0.1,11.9,8.214596267421467,9.0,3,42,1.04,0.9889181885643874,1.0,0,4
/home/users/nus/dws.lim/scratch/traces/STD-Format/critical.std,UClockEpoch,0.1,0.98,0.9145089013302412,1.0,0,4,0.1,0.30304576336566325,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/STD-Format/airlinetickets.std,UClockEpoch,0.1,1.36,1.4251387329531344,1.0,0,8,0.18,0.43752550946038726,0.0,0,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/array.std,HBEpoch,0.1,0.78,0.9321907486328829,1.0,0,4,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/ftpserver.std,UClockEpoch,0.1,47.44,22.73912388598208,42.5,19,118,1.36,1.1563489339913178,1.0,0,4
/home/users/nus/dws.lim/scratch/traces/STD-Format/moldyn.std,UClockEpoch,0.1,19.76,10.23112498053596,18.0,2,54,758.92,530.7618644313982,704.0,2,2036
/home/users/nus/dws.lim/scratch/traces/STD-Format/sunflow.std,HBEpoch,0.1,22.36,10.64982513988864,20.0,6,57,1.2,1.4427864197660112,1.0,0,6
/home/users/nus/dws.lim/scratch/traces/STD-Format/clean.std,UClockEpoch,0.1,14.86,16.249345355730362,8.0,4,91,0.24,0.47638091430094476,0.0,0,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/array.std,UClockEpoch,0.1,1.24,2.931601220201294,1.0,0,18,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/raytracer.std,HBEpoch,0.1,3.5,2.793943887943992,3.0,1,14,3.12,5.137457482817264,0.0,0,16
/home/users/nus/dws.lim/scratch/traces/STD-Format/bubblesort.std,HBEpoch,0.1,15.32,9.4533009028161,12.5,5,38,21.04,5.685498919108478,21.0,10,32
/home/users/nus/dws.lim/scratch/traces/STD-Format/jigsaw.std,HBEpoch,0.1,24.48,9.163458931639118,24.5,6,46,0.1,0.3642156795423418,0.0,0,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/wronglock.std,HBEpoch,0.1,3.74,2.3544140048263493,3.0,1,13,1.8,1.6536909861128894,2.0,0,7
/home/users/nus/dws.lim/scratch/traces/STD-Format/twostage.std,HBEpoch,0.1,3.24,2.403738584720366,2.0,1,12,0.12,0.32826072265931594,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/STD-Format/derby.std,HBEpoch,0.1,77.72,23.24232592245695,76.0,44,187,0.78,0.9749934589000888,1.0,0,5
/home/users/nus/dws.lim/scratch/traces/STD-Format/sunflow.std,UClockEpoch,0.1,19.82,12.482951639442213,18.0,5,79,0.2,0.5714285714285715,0.0,0,3
/home/users/nus/dws.lim/scratch/traces/STD-Format/wronglock.std,UClockEpoch,0.1,2.86,1.414357862517583,3.0,0,8,2.22,1.6572660052764305,2.0,0,6
/home/users/nus/dws.lim/scratch/traces/STD-Format/raytracer.std,UClockEpoch,0.1,2.96,3.6864893980089857,2.0,1,23,0.18,0.3880879344916036,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/STD-Format/twostage.std,UClockEpoch,0.1,2.74,1.7706219361615079,2.0,0,12,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/bubblesort.std,UClockEpoch,0.1,13.88,8.761325032581007,10.5,3,45,21.74,6.95117080139771,22.5,8,36
/home/users/nus/dws.lim/scratch/traces/STD-Format/jigsaw.std,UClockEpoch,0.1,20.62,10.607833070376795,19.0,8,68,0.04,0.1979486637221574,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/STD-Format/luindex.std,HBEpoch,0.1,60.78,32.60229740245873,48.0,26,208,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/producerconsumer.std,HBEpoch,0.1,4.34,4.0234516606150645,3.0,1,26,0.06,0.2398979374820952,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/STD-Format/lang.std,HBEpoch,0.1,9.66,6.903444866181533,6.5,3,35,26.44,6.652174724962399,27.0,9,40
/home/users/nus/dws.lim/scratch/traces/STD-Format/boundedbuffer.std,HBEpoch,0.1,0.74,0.876216355725466,1.0,0,5,0.1,0.30304576336566325,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/STD-Format/producerconsumer.std,UClockEpoch,0.1,3.78,1.9090546864661493,3.0,1,9,0.04,0.282842712474619,0.0,0,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/moldyn.std,HBEpoch,0.1,22.04,11.520983518106855,20.0,7,63,1274.18,657.2084032528209,1392.0,1,2077
/home/users/nus/dws.lim/scratch/traces/STD-Format/lang.std,UClockEpoch,0.1,10.24,7.2070260503064585,7.0,2,30,28.58,7.001719905327052,27.5,13,55
/home/users/nus/dws.lim/scratch/traces/STD-Format/derby.std,UClockEpoch,0.1,82.44,27.966568963529234,76.5,42,228,0.28,0.6401530429259451,0.0,0,3
/home/users/nus/dws.lim/scratch/traces/STD-Format/luindex.std,UClockEpoch,0.1,52.82,34.65496990008086,42.5,16,173,0.02,0.1414213562373095,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/STD-Format/batik.std,HBEpoch,0.1,1.72,2.3215054932310717,1.0,0,17,1.64,2.2924899572477155,0.5,0,11
/home/users/nus/dws.lim/scratch/traces/STD-Format/batik.std,UClockEpoch,0.1,1.62,2.1654994239440564,1.0,1,16,1.04,1.497753419666418,0.0,0,4
/home/users/nus/dws.lim/scratch/traces/STD-Format/account.std,HBEpoch,0.1,1.02,1.3169228201704588,1.0,0,8,0.14,0.3505098327538656,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/misc/graphchi/graphchi_filter.std,UClockEpoch,0.1,38.48,16.584034614098968,33.5,20,105,1028.52,2763.0616872134683,26.0,0,8502
/home/users/nus/dws.lim/scratch/traces/STD-Format/xalan.std,HBEpoch,0.1,241.26,29.53918877473428,238.0,180,309,0.68,0.7938539422542745,0.5,0,3
/home/users/nus/dws.lim/scratch/traces/STD-Format/lufact.std,HBEpoch,0.1,54.24,12.97967013196768,52.0,35,94,86280,516.6936091285489,86304.0,84802,87126
/home/users/nus/dws.lim/scratch/traces/misc/tradesoap/tradesoap_filter.std,HBEpoch,0.1,1048.76,156.7790021342274,1035.0,912,2021,72.66,185.1601193451721,11.0,1,633
/home/users/nus/dws.lim/scratch/traces/STD-Format/linkedlist.std,HBEpoch,0.1,120.56,27.897889613695856,115.5,83,249,405.14,58.78150826821063,399.5,297,529
/home/users/nus/dws.lim/scratch/traces/STD-Format/cryptorsa.std,UClockEpoch,0.1,208.6,110.5321081802727,182.0,143,907,0.2,0.45175395145262565,0.0,0,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/cryptorsa.std,HBEpoch,0.1,247.48,38.92653467804213,240.0,186,360,1.5,3.547059719410039,0.0,0,14
/home/users/nus/dws.lim/scratch/traces/misc/tradesoap/tradesoap_filter.std,UClockEpoch,0.1,273.56,103.37373447637381,245.0,192,680,9.16,7.646154162020784,7.0,0,36
/home/users/nus/dws.lim/scratch/traces/STD-Format/xalan.std,UClockEpoch,0.1,177.5,37.260938676050664,173.5,112,303,0.44,0.6749149606295838,0.0,0,3
/home/users/nus/dws.lim/scratch/traces/misc/biojava/biojava_filter.std,HBEpoch,0.1,9.62,6.611338436229637,8.0,4,43,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/STD-Format/sor.std,HBEpoch,0.1,521.88,91.53467949919532,504.5,394,932,0,0.0,0.0,0,0
/home/users/nus/dws.lim/scratch/traces/misc/biojava/biojava_filter.std,UClockEpoch,0.1,8.24,4.830008239313545,7.0,3,25,0.04,0.1979486637221574,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/STD-Format/lufact.std,UClockEpoch,0.1,39.96,13.247964803265875,37.0,16,75,21902.72,9439.178330376699,15848.0,15479,36558
/home/users/nus/dws.lim/scratch/traces/STD-Format/bufwriter.std,HBEpoch,0.1,27.72,14.501287768290632,23.5,12,73,0.28,0.49651849134236475,0.0,0,2
/home/users/nus/dws.lim/scratch/traces/STD-Format/bufwriter.std,UClockEpoch,0.1,25.52,12.92401656148864,21.5,9,67,0.16,0.3703280399090206,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/OMPRacer/QuickSilver/133M_events_56_threads/traces_filter.std,HBEpoch,0.1,409.1,28.690644140982435,412.5,335,476,55935.98,629.4179199539711,55846.0,54839,57468
/home/users/nus/dws.lim/scratch/traces/STD-Format/linkedlist.std,UClockEpoch,0.1,78.06,15.717415272783972,74.5,56,134,414.64,82.86521142980402,406.0,279,702
/home/users/nus/dws.lim/scratch/traces/misc/graphchi/graphchi_filter.std,HBEpoch,0.1,48.24,16.226156762009484,44.5,15,93,2538.52,3900.1107741463247,24.0,0,8558
/home/users/nus/dws.lim/scratch/traces/OSR-data-race/Examples/twostage.std,HBEpoch,0.1,1.66,0.9606545387688245,2.0,0,5,0.04,0.1979486637221574,0.0,0,1
/home/users/nus/dws.lim/scratch/traces/OSR-data-race/Examples/twostage.std,UClockEpoch,0.1,2.14,1.1067510827569464,2.0,1,5,0,0.0,0.0,0,0
